path,score
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061270.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061278.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061282.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061283.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061284.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061285.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061286.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061287.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0061288.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071289.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071290.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071291.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071292.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071294.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071295.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071296.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071297.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071298.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071299.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071300.JPG,1
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071301.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071302.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071303.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071304.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071305.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071306.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071307.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071308.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071309.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071310.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071311.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071312.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071313.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071314.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071315.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071316.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071317.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071318.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071319.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071320.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071321.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071322.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071323.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071324.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071325.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071326.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071327.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071328.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071329.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071330.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071331.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071332.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071333.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071334.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071335.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071336.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071337.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071338.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071339.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071340.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071341.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071342.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071343.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071344.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071345.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071346.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071347.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071348.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071349.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071350.JPG,0
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071351.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071352.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071353.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071354.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071355.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071356.JPG,2
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071357.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071358.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071359.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071360.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071361.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071362.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071363.JPG,3
/home/patrickpragman/PycharmProjects/adventures_in_elodea/Pics2022/Summer2022_Photos-20221028T033050Z-001/Summer2022_Photos/BradGalenaCub_1/DCIM/101GOPRO/G0071364.JPG,3
